도감번호,이름,KPNI국명,학명,관찰기준학명,과,자생구분,관찰건수,개화기_초안,계절_초안,희귀도_초안,관찰합계,관찰월분포,출처,기존200종,기존학명_낡음,대표색,주요서식지,AI난이도,비슷한꽃
38,별꽃,별꽃,Stellaria media,,Caryophyllaceae,외래식물,2711,3~5월,봄,흔함,865,1:26/2:22/3:117/4:269/5:176/6:82/7:50/8:23/9:43/10:41/11:14/12:2,GBIF관찰+KPNI정명,Y,,흰색,길가·밭,상,"쇠별꽃,개별꽃"
,매화말발도리,매화말발도리,Deutzia uniflora,,Saxifragaceae,자생식물,2688,4~5월,봄,흔함,763,1:18/2:2/3:5/4:300/5:210/6:56/7:56/8:29/9:55/10:19/11:12/12:1,GBIF관찰+KPNI정명,,,,,,
,피나무,피나무,Tilia amurensis,,Tiliaceae,자생식물,2664,5~10월,여름,흔함,687,1:17/2:1/3:1/4:29/5:140/6:129/7:105/8:83/9:108/10:63/11:11/12:0,GBIF관찰+KPNI정명,,,,,,
,참회나무,참회나무,Euonymus oxyphyllus,,Celastraceae,자생식물,2650,4~9월,여름,흔함,610,1:32/2:0/3:2/4:57/5:154/6:99/7:70/8:64/9:97/10:28/11:6/12:1,GBIF관찰+KPNI정명,,,,,,
,팥,팥,Vigna angularis,,Fabaceae,재배식물,2644,8~9월,가을,흔함,628,1:22/2:1/3:0/4:2/5:5/6:17/7:43/8:180/9:309/10:49/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,족제비싸리,족제비싸리,Amorpha fruticosa,,Fabaceae,재배식물,2610,5~9월,여름,흔함,1120,1:31/2:2/3:7/4:64/5:267/6:262/7:148/8:137/9:123/10:65/11:13/12:1,GBIF관찰+KPNI정명,,,,,,
,호랑버들,호랑버들,Salix caprea,,Salicaceae,자생식물,2600,4~5월,봄,흔함,717,1:13/2:1/3:69/4:262/5:157/6:64/7:47/8:39/9:32/10:22/11:11/12:0,GBIF관찰+KPNI정명,,,,,,
,갯버들,갯버들,Salix gracilistyla,,Salicaceae,자생식물,2588,3~5월,봄,흔함,715,1:29/2:22/3:109/4:254/5:100/6:60/7:46/8:40/9:36/10:13/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,단풍취,단풍취,Ainsliaea acerifolia,,Asteraceae,자생식물,2583,5~10월,여름,흔함,1166,1:74/2:0/3:2/4:38/5:177/6:156/7:141/8:197/9:235/10:131/11:14/12:1,GBIF관찰+KPNI정명,,,,,,
,버드나무,버드나무,Salix pierotii,,Salicaceae,자생식물,2569,4~7월,여름,흔함,1034,1:18/2:5/3:70/4:222/5:152/6:205/7:107/8:55/9:63/10:110/11:25/12:2,GBIF관찰+KPNI정명,,,,,,
,비수리,비수리,Lespedeza cuneata,,Fabaceae,자생식물,2544,6~10월,여름,흔함,1118,1:89/2:0/3:4/4:19/5:56/6:158/7:162/8:209/9:302/10:116/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
192,뚝갈,뚝갈,Patrinia villosa,,Valerianaceae,자생식물,2534,7~9월,여름,흔함,1162,1:126/2:0/3:0/4:12/5:45/6:51/7:160/8:317/9:342/10:105/11:4/12:0,GBIF관찰+KPNI정명,Y,,흰색,산기슭,상,마타리
15,동백꽃,동백나무,Camellia japonica,,Theaceae,자생식물,2529,3~5월,봄,흔함,728,1:60/2:43/3:115/4:171/5:81/6:46/7:53/8:35/9:52/10:38/11:26/12:8,GBIF관찰+KPNI정명,Y,,붉은색,남부 해안·공원,하,애기동백
,붉은병꽃나무,붉은병꽃나무,Weigela florida,,Caprifoliaceae,자생식물,2519,5월,봄,흔함,599,1:15/2:1/3:2/4:95/5:285/6:88/7:34/8:33/9:31/10:12/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
124,익모초,익모초,Leonurus japonicus,,Lamiaceae,자생식물,2508,6~10월,여름,흔함,1372,1:92/2:2/3:9/4:67/5:82/6:131/7:149/8:330/9:363/10:129/11:18/12:0,GBIF관찰+KPNI정명,Y,,분홍,길가·공터,상,-
,미꾸리낚시,미꾸리낚시,Persicaria sagittata,,Polygonaceae,자생식물,2507,9~10월,가을,흔함,940,1:121/2:0/3:0/4:9/5:29/6:87/7:77/8:83/9:330/10:190/11:14/12:0,GBIF관찰+KPNI정명,,,,,,
,말냉이,말냉이,Thlaspi arvense,,Brassicaceae,외래식물,2506,4~5월,봄,흔함,617,1:3/2:2/3:72/4:234/5:183/6:60/7:25/8:21/9:13/10:2/11:1/12:1,GBIF관찰+KPNI정명,,,,,,
,초피나무,초피나무,Zanthoxylum piperitum,,Rutaceae,자생식물,2498,4~9월,여름,흔함,831,1:43/2:2/3:18/4:101/5:206/6:121/7:100/8:89/9:87/10:43/11:21/12:0,GBIF관찰+KPNI정명,,,,,,
,벌등골나물,벌등골나물,Eupatorium japonicum,,Asteraceae,자생식물,2493,7~9월,여름,흔함,1441,1:109/2:0/3:1/4:17/5:70/6:122/7:315/8:371/9:322/10:103/11:11/12:0,GBIF관찰+KPNI정명,,,,,,
,우산나물,우산나물,Syneilesis palmata,,Asteraceae,자생식물,2489,5~10월,여름,흔함,1125,1:61/2:0/3:4/4:79/5:235/6:209/7:180/8:102/9:141/10:105/11:9/12:0,GBIF관찰+KPNI정명,,,,,,
,애기수영,애기수영,Rumex acetosella,,Polygonaceae,외래식물,2465,4~6월,봄,흔함,596,1:3/2:1/3:10/4:70/5:199/6:128/7:68/8:35/9:44/10:21/11:16/12:1,GBIF관찰+KPNI정명,,,,,,
,주름잎,주름잎,Mazus pumilus,,Scrophulariaceae,자생식물,2464,4~6월,봄,흔함,1176,1:46/2:1/3:26/4:209/5:298/6:159/7:65/8:82/9:142/10:114/11:32/12:2,GBIF관찰+KPNI변종정명,,,,,,
,함박꽃나무,함박꽃나무,Magnolia sieboldii,,Magnoliaceae,자생식물,2405,5~7월,여름,흔함,743,1:15/2:0/3:5/4:25/5:190/6:210/7:107/8:70/9:68/10:38/11:15/12:0,GBIF관찰+KPNI정명,,,,,,
63,은방울꽃,은방울꽃,Convallaria keiskei,,Liliaceae,자생식물,2371,4~6월,봄,흔함,842,1:6/2:0/3:3/4:124/5:325/6:143/7:83/8:60/9:79/10:18/11:1/12:0,GBIF관찰+KPNI정명,Y,,흰색,산지 숲,하,-
,개도둑놈의갈고리,개도둑놈의갈고리,Hylodesmum podocarpum,,Fabaceae,자생식물,2369,7~9월,여름,흔함,932,1:48/2:0/3:0/4:13/5:27/6:64/7:116/8:291/9:294/10:72/11:6/12:1,GBIF관찰+KPNI정명,,,,,,
,고추나물,고추나물,Hypericum erectum,,Clusiaceae,자생식물,2364,6~9월,여름,흔함,1004,1:51/2:0/3:3/4:21/5:86/6:90/7:255/8:257/9:159/10:76/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,비짜루,비짜루,Asparagus schoberioides,,Liliaceae,자생식물,2356,4~7월,여름,흔함,823,1:52/2:0/3:1/4:97/5:230/6:136/7:106/8:65/9:61/10:50/11:25/12:0,GBIF관찰+KPNI정명,,,,,,
,세잎양지꽃,세잎양지꽃,Potentilla freyniana,,Rosaceae,자생식물,2348,4~5월,봄,흔함,1030,1:13/2:0/3:21/4:314/5:320/6:105/7:65/8:43/9:90/10:54/11:5/12:0,GBIF관찰+KPNI정명,,,,,,
,고광나무,고광나무,Philadelphus schrenkii,,Saxifragaceae,자생식물,2337,5~6월,여름,흔함,559,1:8/2:1/3:8/4:33/5:215/6:120/7:71/8:53/9:31/10:17/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,가는잎할미꽃,가는잎할미꽃,Pulsatilla cernua,,Ranunculaceae,자생식물,2300,4~5월,봄,흔함,724,1:8/2:2/3:103/4:300/5:184/6:50/7:17/8:15/9:27/10:15/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,풀솜대,풀솜대,Maianthemum japonicum,,Liliaceae,자생식물,2298,4~5월,봄,흔함,555,1:2/2:0/3:3/4:151/5:239/6:66/7:36/8:28/9:17/10:8/11:5/12:0,GBIF관찰+KPNI정명,,,,,,
,고삼,고삼,Sophora flavescens,,Fabaceae,자생식물,2298,5~8월,여름,흔함,1125,1:30/2:0/3:3/4:43/5:150/6:364/7:230/8:149/9:102/10:48/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,붉은서나물,붉은서나물,Erechtites hieraciifolius,,Asteraceae,외래식물,2286,9~10월,가을,흔함,1014,1:83/2:0/3:0/4:7/5:12/6:27/7:42/8:92/9:467/10:263/11:21/12:0,GBIF관찰+KPNI정명,,,,,,
147,참나리,참나리,Lilium lancifolium,,Liliaceae,자생식물,2265,5~7월,여름,흔함,1078,1:7/2:0/3:12/4:113/5:183/6:201/7:368/8:126/9:48/10:13/11:7/12:0,GBIF관찰+KPNI정명,Y,,주황,산기슭·화단,하,백합
,가막살나무,가막살나무,Viburnum dilatatum,,Caprifoliaceae,자생식물,2252,4~7월,여름,흔함,901,1:32/2:4/3:17/4:102/5:241/6:153/7:91/8:67/9:94/10:88/11:11/12:1,GBIF관찰+KPNI정명,,,,,,
,음나무,음나무,Kalopanax septemlobus,,Araliaceae,자생식물,2239,,,흔함,1014,1:34/2:15/3:10/4:152/5:215/6:180/7:105/8:88/9:97/10:101/11:13/12:4,GBIF관찰+KPNI정명,,,,,,
,매듭풀,매듭풀,Kummerowia striata,,Fabaceae,자생식물,2236,6~9월,여름,흔함,982,1:60/2:0/3:1/4:16/5:29/6:109/7:154/8:245/9:295/10:70/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,골무꽃,골무꽃,Scutellaria indica,,Lamiaceae,자생식물,2229,5~6월,여름,흔함,606,1:20/2:0/3:4/4:36/5:251/6:142/7:48/8:39/9:18/10:31/11:17/12:0,GBIF관찰+KPNI정명,,,,,,
,은대난초,은대난초,Cephalanthera longibracteata,,Orchidaceae,자생식물,2209,5~6월,여름,흔함,814,1:38/2:0/3:3/4:16/5:313/6:168/7:89/8:75/9:71/10:33/11:8/12:0,GBIF관찰+KPNI정명,,,,,,
,층층잔대,층층잔대,Adenophora triphylla,,Campanulaceae,자생식물,2206,8~9월,가을,흔함,808,1:81/2:0/3:3/4:33/5:59/6:62/7:74/8:247/9:184/10:57/11:8/12:0,GBIF관찰+KPNI정명,,,,,,
,마삭줄,마삭줄,Trachelospermum asiaticum,,Apocynaceae,자생식물,2191,,,흔함,664,1:43/2:4/3:54/4:75/5:126/6:105/7:50/8:50/9:78/10:49/11:28/12:2,GBIF관찰+KPNI정명,,,,,,
,송악,송악,Hedera rhombea,,Araliaceae,자생식물,2181,3~7월,봄,흔함,834,1:56/2:36/3:113/4:144/5:88/6:78/7:61/8:36/9:79/10:57/11:73/12:13,GBIF관찰+KPNI정명,,,,,,
59,노루귀,노루귀,Hepatica asiatica,,Ranunculaceae,자생식물,2165,2~5월,봄,흔함,873,1:16/2:81/3:221/4:210/5:154/6:56/7:40/8:35/9:45/10:15/11:0/12:0,GBIF관찰+KPNI정명,Y,,분홍,산지 숲,중,-
129,물봉선,물봉선,Impatiens textorii,,Balsaminaceae,자생식물,2164,9~10월,가을,흔함,1000,1:1/2:0/3:0/4:16/5:72/6:114/7:60/8:110/9:432/10:183/11:12/12:0,GBIF관찰+KPNI정명,Y,Impatiens textori,분홍,산지 계곡,중,봉선화
,정금나무,정금나무,Vaccinium oldhamii,,Ericaceae,자생식물,2157,4~9월,여름,흔함,502,1:22/2:5/3:13/4:45/5:113/6:106/7:55/8:49/9:55/10:30/11:7/12:2,GBIF관찰+KPNI정명,,,,,,
,용둥굴레,용둥굴레,Polygonatum involucratum,,Liliaceae,자생식물,2138,4~6월,봄,흔함,633,1:10/2:0/3:0/4:109/5:271/6:102/7:50/8:31/9:44/10:12/11:4/12:0,GBIF관찰+KPNI정명,,,,,,
52,붉은토끼풀,붉은토끼풀,Trifolium pratense,,Fabaceae,외래식물,2123,5~9월,여름,흔함,677,1:14/2:0/3:4/4:40/5:156/6:131/7:140/8:68/9:68/10:40/11:16/12:0,GBIF관찰+KPNI정명,Y,,분홍,길가·잔디밭,하,토끼풀
,물레나물,물레나물,Hypericum ascyron,,Clusiaceae,자생식물,2109,6~8월,여름,흔함,915,1:23/2:1/3:1/4:29/5:74/6:152/7:353/8:156/9:92/10:29/11:5/12:0,GBIF관찰+KPNI정명,,,,,,
,사철나무,사철나무,Euonymus japonicus,,Celastraceae,자생식물,2097,4~7월,여름,흔함,613,1:23/2:8/3:27/4:78/5:105/6:103/7:81/8:31/9:66/10:42/11:31/12:18,GBIF관찰+KPNI정명,,,,,,
,지느러미엉겅퀴,지느러미엉겅퀴,Carduus crispus,,Asteraceae,외래식물,2087,5~6월,여름,흔함,520,1:5/2:0/3:3/4:41/5:204/6:163/7:43/8:13/9:16/10:26/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,벌깨덩굴,벌깨덩굴,Meehania urticifolia,,Lamiaceae,자생식물,2079,4~5월,봄,흔함,838,1:7/2:0/3:15/4:170/5:421/6:87/7:39/8:25/9:48/10:23/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
138,이질풀,이질풀,Geranium thunbergii,,Geraniaceae,자생식물,2062,8~9월,가을,흔함,948,1:79/2:0/3:3/4:45/5:34/6:39/7:84/8:258/9:301/10:92/11:13/12:0,GBIF관찰+KPNI정명,Y,,분홍,산기슭·길가,중,-
,다닥냉이,다닥냉이,Lepidium apetalum,,Brassicaceae,외래식물,2049,5~7월,여름,흔함,452,1:18/2:0/3:5/4:27/5:102/6:146/7:67/8:49/9:29/10:3/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,선개불알풀,선개불알풀,Veronica arvensis,,Scrophulariaceae,외래식물,2045,4~6월,봄,흔함,691,1:3/2:0/3:15/4:170/5:302/6:160/7:17/8:9/9:13/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,물참대,물참대,Deutzia glabrata,,Saxifragaceae,자생식물,2040,5~6월,여름,흔함,387,1:13/2:1/3:1/4:30/5:145/6:83/7:43/8:34/9:25/10:8/11:4/12:0,GBIF관찰+KPNI정명,,,,,,
,산벚나무,산벚나무,Prunus sargentii,,Rosaceae,자생식물,2031,4~6월,봄,흔함,768,1:19/2:2/3:11/4:205/5:212/6:127/7:53/8:53/9:47/10:30/11:9/12:0,GBIF관찰+KPNI정명,,,,,,
,며느리배꼽,며느리배꼽,Persicaria perfoliata,,Polygonaceae,자생식물,2030,6~10월,여름,흔함,1164,1:43/2:1/3:0/4:19/5:94/6:264/7:163/8:145/9:275/10:153/11:7/12:0,GBIF관찰+KPNI정명,,,,,,
,개갓냉이,개갓냉이,Rorippa indica,,Brassicaceae,자생식물,1999,5~6월,여름,흔함,803,1:37/2:0/3:11/4:54/5:253/6:134/7:59/8:51/9:116/10:67/11:21/12:0,GBIF관찰+KPNI정명,,,,,,
,감태나무,감태나무,Lindera glauca,,Lauraceae,자생식물,1988,,,흔함,617,1:43/2:7/3:36/4:53/5:90/6:113/7:75/8:78/9:52/10:53/11:16/12:1,GBIF관찰+KPNI정명,,,,,,
,차풀,차풀,Chamaecrista nomame,,Fabaceae,자생식물,1987,8~10월,가을,흔함,772,1:81/2:0/3:1/4:13/5:13/6:25/7:63/8:244/9:232/10:90/11:10/12:0,GBIF관찰+KPNI정명,,,,,,
,둥근털제비꽃,둥근털제비꽃,Viola collina,,Violaceae,자생식물,1973,3~5월,봄,흔함,721,1:13/2:0/3:119/4:241/5:142/6:70/7:46/8:30/9:27/10:27/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
1,개나리,개나리,Forsythia koreana,,Oleaceae,자생식물,1955,3~4월,봄,흔함,1310,1:23/2:21/3:563/4:403/5:76/6:27/7:18/8:20/9:44/10:48/11:51/12:16,GBIF관찰+KPNI정명,Y,,노랑,담장·공원 울타리,하,산수유
,하늘말나리,하늘말나리,Lilium tsingtauense,,Liliaceae,자생식물,1933,4~7월,여름,흔함,861,1:25/2:0/3:2/4:104/5:143/6:153/7:259/8:80/9:65/10:25/11:5/12:0,GBIF관찰+KPNI정명,,,,,,
,노랑제비꽃,노랑제비꽃,Viola orientalis,,Violaceae,자생식물,1931,4~5월,봄,흔함,569,1:1/2:0/3:26/4:231/5:175/6:48/7:29/8:20/9:23/10:14/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,쥐오줌풀,쥐오줌풀,Valeriana fauriei,,Valerianaceae,자생식물,1924,5월,봄,흔함,529,1:8/2:0/3:1/4:59/5:285/6:93/7:39/8:29/9:12/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,장대나물,장대나물,Turritis glabra,,Brassicaceae,자생식물,1914,5~6월,여름,흔함,638,1:3/2:0/3:9/4:92/5:320/6:148/7:36/8:19/9:10/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,개쑥갓,개쑥갓,Senecio vulgaris,,Asteraceae,외래식물,1912,3~7월,봄,흔함,532,1:14/2:18/3:43/4:102/5:67/6:66/7:72/8:31/9:45/10:41/11:30/12:3,GBIF관찰+KPNI정명,,,,,,
,새머루,새머루,Vitis flexuosa,,Vitaceae,자생식물,1905,5~8월,여름,흔함,640,1:31/2:0/3:2/4:21/5:146/6:170/7:94/8:76/9:59/10:33/11:8/12:0,GBIF관찰+KPNI정명,,,,,,
,마디풀,마디풀,Polygonum aviculare,,Polygonaceae,자생식물,1886,6~10월,여름,흔함,685,1:47/2:0/3:2/4:16/5:46/6:129/7:98/8:97/9:152/10:89/11:9/12:0,GBIF관찰+KPNI정명,,,,,,
,젓가락나물,젓가락나물,Ranunculus chinensis,,Ranunculaceae,자생식물,1884,5~7월,여름,흔함,393,1:3/2:0/3:1/4:17/5:120/6:135/7:54/8:22/9:19/10:19/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,귀룽나무,귀룽나무,Prunus padus,,Rosaceae,자생식물,1880,4~5월,봄,흔함,619,1:2/2:0/3:24/4:246/5:173/6:61/7:33/8:18/9:37/10:20/11:4/12:1,GBIF관찰+KPNI정명,,,,,,
,콩다닥냉이,콩다닥냉이,Lepidium virginicum,,Brassicaceae,외래식물,1861,5~6월,여름,흔함,378,1:2/2:1/3:4/4:26/5:131/6:120/7:43/8:26/9:8/10:14/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,꽃향유,꽃향유,Elsholtzia splendens,,Lamiaceae,자생식물,1860,9~10월,가을,흔함,859,1:184/2:0/3:1/4:3/5:12/6:14/7:26/8:25/9:205/10:342/11:47/12:0,GBIF관찰+KPNI정명,,,,,,
,들깨풀,들깨풀,Mosla scabra,,Lamiaceae,자생식물,1859,9~10월,가을,흔함,971,1:126/2:0/3:0/4:8/5:14/6:25/7:40/8:78/9:478/10:185/11:17/12:0,GBIF관찰+KPNI정명,,,,,,
,윤노리나무,윤노리나무,Pourthiaea villosa,,Rosaceae,자생식물,1858,4~6월,봄,흔함,387,1:16/2:1/3:3/4:47/5:103/6:85/7:34/8:36/9:32/10:24/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,보리밥나무,보리밥나무,Elaeagnus macrophylla,,Elaeagnaceae,자생식물,1854,3~7월,봄,흔함,547,1:65/2:12/3:46/4:107/5:69/6:52/7:43/8:26/9:40/10:33/11:51/12:3,GBIF관찰+KPNI정명,,,,,,
,장구채,장구채,Silene firma,,Caryophyllaceae,자생식물,1839,8~10월,가을,흔함,772,1:109/2:0/3:2/4:18/5:49/6:28/7:50/8:128/9:269/10:108/11:11/12:0,GBIF관찰+KPNI정명,,,,,,
,잔털제비꽃,잔털제비꽃,Viola keiskei,,Violaceae,자생식물,1839,4~5월,봄,흔함,536,1:13/2:0/3:31/4:245/5:112/6:42/7:20/8:19/9:32/10:19/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,거센털꽃마리,거센털꽃마리,Trigonotis radicans,,Boraginaceae,자생식물,1823,4~5월,봄,흔함,485,1:9/2:0/3:8/4:125/5:226/6:47/7:22/8:13/9:19/10:15/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,도깨비바늘,도깨비바늘,Bidens bipinnata,,Asteraceae,자생식물,1818,9~10월,가을,흔함,919,1:131/2:3/3:1/4:19/5:16/6:34/7:52/8:95/9:385/10:157/11:26/12:0,GBIF관찰+KPNI정명,,,,,,
,복분자딸기,복분자딸기,Rubus coreanus,,Rosaceae,자생식물,1796,4~9월,여름,흔함,600,1:31/2:2/3:14/4:60/5:92/6:128/7:125/8:50/9:46/10:39/11:13/12:0,GBIF관찰+KPNI정명,,,,,,
,사상자,사상자,Torilis japonica,,Apiaceae,자생식물,1781,5~8월,여름,흔함,658,1:25/2:0/3:16/4:35/5:88/6:166/7:169/8:88/9:56/10:11/11:3/12:1,GBIF관찰+KPNI정명,,,,,,
,개다래,개다래,Actinidia polygama,,Actinidiaceae,자생식물,1767,5~7월,여름,흔함,611,1:11/2:0/3:0/4:8/5:78/6:206/7:150/8:65/9:54/10:35/11:4/12:0,GBIF관찰+KPNI정명,,,,,,
98,큰꽃으아리,큰꽃으아리,Clematis patens,,Ranunculaceae,자생식물,1766,5월,봄,흔함,428,1:4/2:0/3:0/4:71/5:212/6:38/7:42/8:20/9:29/10:10/11:2/12:0,GBIF관찰+KPNI정명,Y,,흰색,화단·울타리,중,으아리
195,방가지똥,방가지똥,Sonchus oleraceus,,Asteraceae,외래식물,1743,,,흔함,548,1:26/2:2/3:27/4:75/5:95/6:78/7:54/8:48/9:63/10:61/11:19/12:0,GBIF관찰+KPNI정명,Y,,노랑,길가·화단 틈,상,씀바귀
,단풍마,단풍마,Dioscorea quinquelobata,,Dioscoreaceae,자생식물,1736,5~10월,여름,흔함,785,1:51/2:0/3:1/4:27/5:133/6:134/7:110/8:130/9:112/10:59/11:28/12:0,GBIF관찰+KPNI정명,,,,,,
,맥문동,맥문동,Liriope muscari,,Liliaceae,자생식물,1736,7~10월,가을,흔함,767,1:34/2:4/3:32/4:48/5:84/6:55/7:106/8:162/9:152/10:71/11:17/12:2,GBIF관찰+KPNI정명,,,,,,
,사철쑥,사철쑥,Artemisia capillaris,,Asteraceae,자생식물,1726,5~10월,여름,흔함,519,1:60/2:0/3:5/4:36/5:56/6:43/7:75/8:77/9:118/10:44/11:5/12:0,GBIF관찰+KPNI정명,,,,,,
,후박나무,후박나무,Machilus thunbergii,,Lauraceae,자생식물,1720,4~7월,여름,흔함,529,1:34/2:9/3:37/4:95/5:107/6:78/7:59/8:26/9:52/10:17/11:12/12:3,GBIF관찰+KPNI정명,,,,,,
118,패랭이꽃,패랭이꽃,Dianthus chinensis,,Caryophyllaceae,자생식물,1715,6~9월,여름,흔함,438,1:24/2:0/3:1/4:7/5:24/6:77/7:148/8:83/9:55/10:18/11:1/12:0,GBIF관찰+KPNI정명,Y,,분홍,화단·길가,중,"수염패랭이꽃,술패랭이꽃"
,야광나무,야광나무,Malus baccata,,Rosaceae,자생식물,1709,4~6월,봄,흔함,413,1:7/2:0/3:1/4:108/5:126/6:54/7:38/8:32/9:33/10:9/11:4/12:1,GBIF관찰+KPNI정명,,,,,,
,낚시제비꽃,낚시제비꽃,Viola grypoceras,,Violaceae,자생식물,1685,4~5월,봄,흔함,396,1:11/2:1/3:35/4:143/5:72/6:46/7:44/8:12/9:16/10:10/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,가시박,가시박,Sicyos angulatus,,Cucurbitaceae,외래식물,1684,8~9월,가을,흔함,1388,1:0/2:3/3:0/4:9/5:25/6:66/7:136/8:227/9:645/10:225/11:47/12:5,GBIF관찰+KPNI정명,,,,,,
,장대여뀌,장대여뀌,Persicaria posumbu,,Polygonaceae,자생식물,1682,9월,가을,흔함,601,1:76/2:0/3:0/4:1/5:14/6:31/7:26/8:66/9:286/10:96/11:5/12:0,GBIF관찰+KPNI정명,,,,,,
,큰방가지똥,큰방가지똥,Sonchus asper,,Asteraceae,외래식물,1672,4~6월,봄,흔함,515,1:33/2:1/3:14/4:59/5:122/6:76/7:38/8:31/9:40/10:74/11:23/12:4,GBIF관찰+KPNI정명,,,,,,
,삿갓나물,삿갓나물,Paris verticillata,,Liliaceae,자생식물,1668,4~6월,봄,흔함,423,1:2/2:0/3:14/4:116/5:138/6:61/7:38/8:30/9:19/10:2/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,소태나무,소태나무,Picrasma quassioides,,Simaroubaceae,자생식물,1665,5~8월,여름,흔함,520,1:16/2:2/3:5/4:21/5:157/6:124/7:83/8:57/9:29/10:21/11:4/12:1,GBIF관찰+KPNI정명,,,,,,
,떡쑥,떡쑥,Pseudognaphalium affine,,Asteraceae,자생식물,1661,4~6월,봄,흔함,502,1:10/2:2/3:18/4:69/5:191/6:130/7:29/8:21/9:10/10:12/11:10/12:0,GBIF관찰+KPNI정명,,,,,,
,새모래덩굴,새모래덩굴,Menispermum dauricum,,Menispermaceae,자생식물,1647,5~6월,여름,흔함,868,1:9/2:0/3:0/4:74/5:285/6:185/7:77/8:45/9:87/10:88/11:18/12:0,GBIF관찰+KPNI정명,,,,,,
,고욤나무,고욤나무,Diospyros lotus,,Ebenaceae,자생식물,1645,5~10월,여름,흔함,837,1:28/2:3/3:4/4:14/5:156/6:157/7:96/8:72/9:159/10:125/11:22/12:1,GBIF관찰+KPNI정명,,,,,,
,수영,수영,Rumex acetosa,,Polygonaceae,자생식물,1643,4~6월,봄,흔함,615,1:6/2:0/3:17/4:104/5:216/6:147/7:47/8:20/9:33/10:16/11:9/12:0,GBIF관찰+KPNI정명,,,,,,
,알록제비꽃,알록제비꽃,Viola variegata,,Violaceae,자생식물,1634,4~7월,여름,흔함,680,1:18/2:0/3:14/4:188/5:175/6:86/7:72/8:57/9:50/10:16/11:4/12:0,GBIF관찰+KPNI정명,,,,,,
,참반디,참반디,Sanicula chinensis,,Apiaceae,자생식물,1631,6~9월,여름,흔함,527,1:29/2:0/3:0/4:32/5:33/6:85/7:156/8:94/9:70/10:22/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,벼룩이자리,벼룩이자리,Arenaria serpyllifolia,,Caryophyllaceae,자생식물,1610,4~6월,봄,흔함,605,1:7/2:1/3:15/4:171/5:222/6:114/7:35/8:17/9:17/10:6/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,미나리,미나리,Oenanthe javanica,,Apiaceae,자생식물,1588,5~10월,여름,흔함,541,1:18/2:0/3:9/4:38/5:47/6:124/7:84/8:81/9:49/10:68/11:23/12:0,GBIF관찰+KPNI정명,,,,,,
,딱지꽃,딱지꽃,Potentilla chinensis,,Rosaceae,자생식물,1585,6~9월,여름,흔함,495,1:37/2:2/3:4/4:34/5:35/6:96/7:137/8:83/9:49/10:15/11:2/12:1,GBIF관찰+KPNI정명,,,,,,
123,배초향,배초향,Agastache rugosa,,Lamiaceae,자생식물,1581,8~10월,가을,흔함,737,1:86/2:0/3:0/4:17/5:17/6:29/7:78/8:148/9:259/10:96/11:7/12:0,GBIF관찰+KPNI정명,Y,,보라,산기슭·밭,중,"꿀풀,층층이꽃"
,넓은잎외잎쑥,넓은잎외잎쑥,Artemisia stolonifera,,Asteraceae,자생식물,1578,5~10월,여름,흔함,705,1:54/2:0/3:2/4:19/5:73/6:99/7:106/8:144/9:145/10:59/11:4/12:0,GBIF관찰+KPNI정명,,,,,,
84,산수국,산수국,Hydrangea serrata,,Saxifragaceae,자생식물,1574,6~7월,여름,흔함,136,1:0/2:0/3:0/4:16/5:9/6:43/7:48/8:8/9:7/10:4/11:1/12:0,GBIF관찰+KPNI정명,Y,,파랑,산지 계곡,중,수국
,벼룩나물,벼룩나물,Stellaria alsine,,Caryophyllaceae,자생식물,1568,4~6월,봄,흔함,669,1:19/2:0/3:22/4:200/5:239/6:85/7:30/8:23/9:14/10:29/11:7/12:1,GBIF관찰+KPNI정명,,,,,,
